Id,ActivityHour,StepTotal
1503960366,4/12/2016 12:00:00 AM,373
1503960366,4/12/2016 1:00:00 AM,160
1503960366,4/12/2016 2:00:00 AM,151
1503960366,4/12/2016 3:00:00 AM,0
1503960366,4/12/2016 4:00:00 AM,0
1503960366,4/12/2016 5:00:00 AM,0
1503960366,4/12/2016 6:00:00 AM,0
1503960366,4/12/2016 7:00:00 AM,0
1503960366,4/12/2016 8:00:00 AM,250
1503960366,4/12/2016 9:00:00 AM,1864
1503960366,4/12/2016 10:00:00 AM,676
1503960366,4/12/2016 11:00:00 AM,360
1503960366,4/12/2016 12:00:00 PM,253
1503960366,4/12/2016 1:00:00 PM,221
1503960366,4/12/2016 2:00:00 PM,1166
1503960366,4/12/2016 3:00:00 PM,2063
1503960366,4/12/2016 4:00:00 PM,344
1503960366,4/12/2016 5:00:00 PM,489
1503960366,4/12/2016 6:00:00 PM,1386
1503960366,4/12/2016 7:00:00 PM,558
1503960366,4/12/2016 8:00:00 PM,1733
1503960366,4/12/2016 9:00:00 PM,684
1503960366,4/12/2016 10:00:00 PM,89
1503960366,4/12/2016 11:00:00 PM,338
1503960366,4/13/2016 12:00:00 AM,144
1503960366,4/13/2016 1:00:00 AM,0
1503960366,4/13/2016 2:00:00 AM,0
1503960366,4/13/2016 3:00:00 AM,36
1503960366,4/13/2016 4:00:00 AM,0
1503960366,4/13/2016 5:00:00 AM,0
1503960366,4/13/2016 6:00:00 AM,0
1503960366,4/13/2016 7:00:00 AM,126
1503960366,4/13/2016 8:00:00 AM,275
1503960366,4/13/2016 9:00:00 AM,1679
1503960366,4/13/2016 10:00:00 AM,295
1503960366,4/13/2016 11:00:00 AM,524
1503960366,4/13/2016 12:00:00 PM,486
1503960366,4/13/2016 1:00:00 PM,302
1503960366,4/13/2016 2:00:00 PM,1577
1503960366,4/13/2016 3:00:00 PM,493
1503960366,4/13/2016 4:00:00 PM,299
1503960366,4/13/2016 5:00:00 PM,695
1503960366,4/13/2016 6:00:00 PM,1343
1503960366,4/13/2016 7:00:00 PM,258
1503960366,4/13/2016 8:00:00 PM,0
1503960366,4/13/2016 9:00:00 PM,0
1503960366,4/13/2016 10:00:00 PM,437
1503960366,4/13/2016 11:00:00 PM,1766
1503960366,4/14/2016 12:00:00 AM,81
1503960366,4/14/2016 1:00:00 AM,58
1503960366,4/14/2016 2:00:00 AM,0
1503960366,4/14/2016 3:00:00 AM,0
1503960366,4/14/2016 4:00:00 AM,0
1503960366,4/14/2016 5:00:00 AM,0
1503960366,4/14/2016 6:00:00 AM,0
1503960366,4/14/2016 7:00:00 AM,0
1503960366,4/14/2016 8:00:00 AM,0
1503960366,4/14/2016 9:00:00 AM,902
1503960366,4/14/2016 10:00:00 AM,1106
1503960366,4/14/2016 11:00:00 AM,50
1503960366,4/14/2016 12:00:00 PM,501
1503960366,4/14/2016 1:00:00 PM,1779
1503960366,4/14/2016 2:00:00 PM,1228
1503960366,4/14/2016 3:00:00 PM,139
1503960366,4/14/2016 4:00:00 PM,408
1503960366,4/14/2016 5:00:00 PM,37
1503960366,4/14/2016 6:00:00 PM,322
1503960366,4/14/2016 7:00:00 PM,11
1503960366,4/14/2016 8:00:00 PM,806
1503960366,4/14/2016 9:00:00 PM,2670
1503960366,4/14/2016 10:00:00 PM,362
1503960366,4/14/2016 11:00:00 PM,0
1503960366,4/15/2016 12:00:00 AM,83
1503960366,4/15/2016 1:00:00 AM,75
1503960366,4/15/2016 2:00:00 AM,124
1503960366,4/15/2016 3:00:00 AM,0
1503960366,4/15/2016 4:00:00 AM,0
1503960366,4/15/2016 5:00:00 AM,26
1503960366,4/15/2016 6:00:00 AM,0
1503960366,4/15/2016 7:00:00 AM,7
1503960366,4/15/2016 8:00:00 AM,55
1503960366,4/15/2016 9:00:00 AM,21
1503960366,4/15/2016 10:00:00 AM,154
1503960366,4/15/2016 11:00:00 AM,425
1503960366,4/15/2016 12:00:00 PM,270
1503960366,4/15/2016 1:00:00 PM,373
1503960366,4/15/2016 2:00:00 PM,0
1503960366,4/15/2016 3:00:00 PM,0
1503960366,4/15/2016 4:00:00 PM,0
1503960366,4/15/2016 5:00:00 PM,1774
1503960366,4/15/2016 6:00:00 PM,509
1503960366,4/15/2016 7:00:00 PM,519
1503960366,4/15/2016 8:00:00 PM,77
1503960366,4/15/2016 9:00:00 PM,280
1503960366,4/15/2016 10:00:00 PM,2145
1503960366,4/15/2016 11:00:00 PM,2768
1503960366,4/16/2016 12:00:00 AM,459
1503960366,4/16/2016 1:00:00 AM,0
1503960366,4/16/2016 2:00:00 AM,63
1503960366,4/16/2016 3:00:00 AM,6
1503960366,4/16/2016 4:00:00 AM,6
1503960366,4/16/2016 5:00:00 AM,12
1503960366,4/16/2016 6:00:00 AM,0
1503960366,4/16/2016 7:00:00 AM,101
1503960366,4/16/2016 8:00:00 AM,175
1503960366,4/16/2016 9:00:00 AM,1181
1503960366,4/16/2016 10:00:00 AM,1295
1503960366,4/16/2016 11:00:00 AM,2043
1503960366,4/16/2016 12:00:00 PM,1513
1503960366,4/16/2016 1:00:00 PM,3616
1503960366,4/16/2016 2:00:00 PM,580
1503960366,4/16/2016 3:00:00 PM,0
1503960366,4/16/2016 4:00:00 PM,15
1503960366,4/16/2016 5:00:00 PM,380
1503960366,4/16/2016 6:00:00 PM,96
1503960366,4/16/2016 7:00:00 PM,146
1503960366,4/16/2016 8:00:00 PM,385
1503960366,4/16/2016 9:00:00 PM,463
1503960366,4/16/2016 10:00:00 PM,42
1503960366,4/16/2016 11:00:00 PM,92
1503960366,4/17/2016 12:00:00 AM,0
1503960366,4/17/2016 1:00:00 AM,0
1503960366,4/17/2016 2:00:00 AM,0
1503960366,4/17/2016 3:00:00 AM,8
1503960366,4/17/2016 4:00:00 AM,0
1503960366,4/17/2016 5:00:00 AM,0
1503960366,4/17/2016 6:00:00 AM,0
1503960366,4/17/2016 7:00:00 AM,0
1503960366,4/17/2016 8:00:00 AM,0
1503960366,4/17/2016 9:00:00 AM,0
1503960366,4/17/2016 10:00:00 AM,0
1503960366,4/17/2016 11:00:00 AM,84
1503960366,4/17/2016 12:00:00 PM,260
1503960366,4/17/2016 1:00:00 PM,402
1503960366,4/17/2016 2:00:00 PM,252
1503960366,4/17/2016 3:00:00 PM,191
1503960366,4/17/2016 4:00:00 PM,13
1503960366,4/17/2016 5:00:00 PM,2613
1503960366,4/17/2016 6:00:00 PM,1616
1503960366,4/17/2016 7:00:00 PM,754
1503960366,4/17/2016 8:00:00 PM,2955
1503960366,4/17/2016 9:00:00 PM,487
1503960366,4/17/2016 10:00:00 PM,70
1503960366,4/17/2016 11:00:00 PM,0
1503960366,4/18/2016 12:00:00 AM,416
1503960366,4/18/2016 1:00:00 AM,0
1503960366,4/18/2016 2:00:00 AM,0
1503960366,4/18/2016 3:00:00 AM,0
1503960366,4/18/2016 4:00:00 AM,0
1503960366,4/18/2016 5:00:00 AM,0
1503960366,4/18/2016 6:00:00 AM,0
1503960366,4/18/2016 7:00:00 AM,0
1503960366,4/18/2016 8:00:00 AM,0
1503960366,4/18/2016 9:00:00 AM,1688
1503960366,4/18/2016 10:00:00 AM,380
1503960366,4/18/2016 11:00:00 AM,328
1503960366,4/18/2016 12:00:00 PM,1306
1503960366,4/18/2016 1:00:00 PM,268
1503960366,4/18/2016 2:00:00 PM,137
1503960366,4/18/2016 3:00:00 PM,495
1503960366,4/18/2016 4:00:00 PM,277
1503960366,4/18/2016 5:00:00 PM,304
1503960366,4/18/2016 6:00:00 PM,4074
1503960366,4/18/2016 7:00:00 PM,2101
1503960366,4/18/2016 8:00:00 PM,28
1503960366,4/18/2016 9:00:00 PM,187
1503960366,4/18/2016 10:00:00 PM,542
1503960366,4/18/2016 11:00:00 PM,488
1503960366,4/19/2016 12:00:00 AM,0
1503960366,4/19/2016 1:00:00 AM,22
1503960366,4/19/2016 2:00:00 AM,0
1503960366,4/19/2016 3:00:00 AM,9
1503960366,4/19/2016 4:00:00 AM,0
1503960366,4/19/2016 5:00:00 AM,0
1503960366,4/19/2016 6:00:00 AM,7
1503960366,4/19/2016 7:00:00 AM,316
1503960366,4/19/2016 8:00:00 AM,1656
1503960366,4/19/2016 9:00:00 AM,367
1503960366,4/19/2016 10:00:00 AM,203
1503960366,4/19/2016 11:00:00 AM,194
1503960366,4/19/2016 12:00:00 PM,1887
1503960366,4/19/2016 1:00:00 PM,2697
1503960366,4/19/2016 2:00:00 PM,409
1503960366,4/19/2016 3:00:00 PM,299
1503960366,4/19/2016 4:00:00 PM,297
1503960366,4/19/2016 5:00:00 PM,732
1503960366,4/19/2016 6:00:00 PM,1280
1503960366,4/19/2016 7:00:00 PM,397
1503960366,4/19/2016 8:00:00 PM,2487
1503960366,4/19/2016 9:00:00 PM,826
1503960366,4/19/2016 10:00:00 PM,52
1503960366,4/19/2016 11:00:00 PM,1369
1503960366,4/20/2016 12:00:00 AM,16
1503960366,4/20/2016 1:00:00 AM,36
1503960366,4/20/2016 2:00:00 AM,0
1503960366,4/20/2016 3:00:00 AM,0
1503960366,4/20/2016 4:00:00 AM,0
1503960366,4/20/2016 5:00:00 AM,0
1503960366,4/20/2016 6:00:00 AM,0
1503960366,4/20/2016 7:00:00 AM,29
1503960366,4/20/2016 8:00:00 AM,264
1503960366,4/20/2016 9:00:00 AM,1993
1503960366,4/20/2016 10:00:00 AM,459
1503960366,4/20/2016 11:00:00 AM,65
1503960366,4/20/2016 12:00:00 PM,185
1503960366,4/20/2016 1:00:00 PM,64
1503960366,4/20/2016 2:00:00 PM,1270
1503960366,4/20/2016 3:00:00 PM,797
1503960366,4/20/2016 4:00:00 PM,261
1503960366,4/20/2016 5:00:00 PM,13
1503960366,4/20/2016 6:00:00 PM,1308
1503960366,4/20/2016 7:00:00 PM,1558
1503960366,4/20/2016 8:00:00 PM,499
1503960366,4/20/2016 9:00:00 PM,395
1503960366,4/20/2016 10:00:00 PM,77
1503960366,4/20/2016 11:00:00 PM,1255
1503960366,4/21/2016 12:00:00 AM,17
1503960366,4/21/2016 1:00:00 AM,129
1503960366,4/21/2016 2:00:00 AM,81
1503960366,4/21/2016 3:00:00 AM,0
1503960366,4/21/2016 4:00:00 AM,0
1503960366,4/21/2016 5:00:00 AM,0
1503960366,4/21/2016 6:00:00 AM,0
1503960366,4/21/2016 7:00:00 AM,38
1503960366,4/21/2016 8:00:00 AM,245
1503960366,4/21/2016 9:00:00 AM,1672
1503960366,4/21/2016 10:00:00 AM,255
1503960366,4/21/2016 11:00:00 AM,0
1503960366,4/21/2016 12:00:00 PM,384
1503960366,4/21/2016 1:00:00 PM,1140
1503960366,4/21/2016 2:00:00 PM,12
1503960366,4/21/2016 3:00:00 PM,213
1503960366,4/21/2016 4:00:00 PM,26
1503960366,4/21/2016 5:00:00 PM,96
1503960366,4/21/2016 6:00:00 PM,213
1503960366,4/21/2016 7:00:00 PM,100
1503960366,4/21/2016 8:00:00 PM,3541
1503960366,4/21/2016 9:00:00 PM,970
1503960366,4/21/2016 10:00:00 PM,89
1503960366,4/21/2016 11:00:00 PM,598
1503960366,4/22/2016 12:00:00 AM,0
1503960366,4/22/2016 1:00:00 AM,0
1503960366,4/22/2016 2:00:00 AM,0
1503960366,4/22/2016 3:00:00 AM,0
1503960366,4/22/2016 4:00:00 AM,0
1503960366,4/22/2016 5:00:00 AM,0
1503960366,4/22/2016 6:00:00 AM,0
1503960366,4/22/2016 7:00:00 AM,0
1503960366,4/22/2016 8:00:00 AM,0
1503960366,4/22/2016 9:00:00 AM,192
1503960366,4/22/2016 10:00:00 AM,29
1503960366,4/22/2016 11:00:00 AM,958
1503960366,4/22/2016 12:00:00 PM,38
1503960366,4/22/2016 1:00:00 PM,118
1503960366,4/22/2016 2:00:00 PM,0
1503960366,4/22/2016 3:00:00 PM,180
1503960366,4/22/2016 4:00:00 PM,22
1503960366,4/22/2016 5:00:00 PM,1041
1503960366,4/22/2016 6:00:00 PM,514
1503960366,4/22/2016 7:00:00 PM,629
1503960366,4/22/2016 8:00:00 PM,329
1503960366,4/22/2016 9:00:00 PM,5934
1503960366,4/22/2016 10:00:00 PM,855
1503960366,4/22/2016 11:00:00 PM,1925
1503960366,4/23/2016 12:00:00 AM,182
1503960366,4/23/2016 1:00:00 AM,0
1503960366,4/23/2016 2:00:00 AM,11
1503960366,4/23/2016 3:00:00 AM,0
1503960366,4/23/2016 4:00:00 AM,0
1503960366,4/23/2016 5:00:00 AM,0
1503960366,4/23/2016 6:00:00 AM,12
1503960366,4/23/2016 7:00:00 AM,0
1503960366,4/23/2016 8:00:00 AM,127
1503960366,4/23/2016 9:00:00 AM,285
1503960366,4/23/2016 10:00:00 AM,49
1503960366,4/23/2016 11:00:00 AM,703
1503960366,4/23/2016 12:00:00 PM,1597
1503960366,4/23/2016 1:00:00 PM,1453
1503960366,4/23/2016 2:00:00 PM,202
1503960366,4/23/2016 3:00:00 PM,158
1503960366,4/23/2016 4:00:00 PM,2008
1503960366,4/23/2016 5:00:00 PM,1472
1503960366,4/23/2016 6:00:00 PM,2569
1503960366,4/23/2016 7:00:00 PM,29
1503960366,4/23/2016 8:00:00 PM,142
1503960366,4/23/2016 9:00:00 PM,2432
1503960366,4/23/2016 10:00:00 PM,709
1503960366,4/23/2016 11:00:00 PM,231
1503960366,4/24/2016 12:00:00 AM,141
1503960366,4/24/2016 1:00:00 AM,42
1503960366,4/24/2016 2:00:00 AM,0
1503960366,4/24/2016 3:00:00 AM,0
1503960366,4/24/2016 4:00:00 AM,8
1503960366,4/24/2016 5:00:00 AM,0
1503960366,4/24/2016 6:00:00 AM,7
1503960366,4/24/2016 7:00:00 AM,0
1503960366,4/24/2016 8:00:00 AM,8
1503960366,4/24/2016 9:00:00 AM,76
1503960366,4/24/2016 10:00:00 AM,492
1503960366,4/24/2016 11:00:00 AM,149
1503960366,4/24/2016 12:00:00 PM,548
1503960366,4/24/2016 1:00:00 PM,394
1503960366,4/24/2016 2:00:00 PM,26
1503960366,4/24/2016 3:00:00 PM,27
1503960366,4/24/2016 4:00:00 PM,885
1503960366,4/24/2016 5:00:00 PM,411
1503960366,4/24/2016 6:00:00 PM,911
1503960366,4/24/2016 7:00:00 PM,4871
1503960366,4/24/2016 8:00:00 PM,342
1503960366,4/24/2016 9:00:00 PM,244
1503960366,4/24/2016 10:00:00 PM,66
1503960366,4/24/2016 11:00:00 PM,391
1503960366,4/25/2016 12:00:00 AM,95
1503960366,4/25/2016 1:00:00 AM,22
1503960366,4/25/2016 2:00:00 AM,97
1503960366,4/25/2016 3:00:00 AM,0
1503960366,4/25/2016 4:00:00 AM,25
1503960366,4/25/2016 5:00:00 AM,4
1503960366,4/25/2016 6:00:00 AM,0
1503960366,4/25/2016 7:00:00 AM,44
1503960366,4/25/2016 8:00:00 AM,426
1503960366,4/25/2016 9:00:00 AM,2041
1503960366,4/25/2016 10:00:00 AM,258
1503960366,4/25/2016 11:00:00 AM,1468
1503960366,4/25/2016 12:00:00 PM,707
1503960366,4/25/2016 1:00:00 PM,299
1503960366,4/25/2016 2:00:00 PM,94
1503960366,4/25/2016 3:00:00 PM,359
1503960366,4/25/2016 4:00:00 PM,263
1503960366,4/25/2016 5:00:00 PM,188
1503960366,4/25/2016 6:00:00 PM,116
1503960366,4/25/2016 7:00:00 PM,2815
1503960366,4/25/2016 8:00:00 PM,895
1503960366,4/25/2016 9:00:00 PM,4895
1503960366,4/25/2016 10:00:00 PM,188
1503960366,4/25/2016 11:00:00 PM,56
1503960366,4/26/2016 12:00:00 AM,101
1503960366,4/26/2016 1:00:00 AM,178
1503960366,4/26/2016 2:00:00 AM,0
1503960366,4/26/2016 3:00:00 AM,145
1503960366,4/26/2016 4:00:00 AM,0
